Order_ID,Month,Order_Date,Customer_ID,Product,Category,Unit_Price,Quantity,Revenue Before Discount,Discount,Discount Amount,Total_Sales,Payment_Mode,City,Sales_Channel,,,,,
1529,May-2024,03-05-2024,C718,Laptop,Electronics,"55,055",2,"1,10,110",15,16516.5,"93,593",Credit Card,Hyderabad,Online,,,,,
1530,May-2024,11-05-2024,C758,Keyboard,Electronics,366,2,732,5,36.6,695,Credit Card,Pune,Online,,,,,
1531,June-2024,18-06-2024,C335,Tablet,Electronics,"21,322",3,"63,966",0,0,"63,966",Cash,Ahmedabad,Offline,,,,,
1532,February-2024,23-02-2024,C704,Headphones,Electronics,"3,151",4,"12,604",0,0,"12,604",Credit Card,Delhi,Online,,,,,
1533,May-2024,26-05-2024,C706,Headphones,Electronics,"1,051",5,"5,255",0,0,"5,255",Credit Card,Delhi,Online,,,,,
1534,March-2024,07-03-2024,C284,Desk Lamp,Furniture,"3,724",4,"14,896",0,0,"14,896",Debit Card,Mumbai,Online,,,,,
1535,April-2024,24-04-2024,C721,Office Chair,Furniture,"8,552",4,"34,208",5,1710.4,"32,497",Credit Card,Kolkata,Online,,,,,
1536,May-2024,29-05-2024,C940,Headphones,Electronics,"3,052",5,"15,260",10,1526,"13,734",Credit Card,Pune,Offline,,,,,
1537,June-2024,01-06-2024,C704,Smartphone,Electronics,"28,941",4,"1,15,764",15,17364.6,"98,399",Credit Card,Mumbai,Online,,,,,
1538,February-2024,21-02-2024,C635,Desk Lamp,Furniture,"2,603",4,"10,412",5,520.6,"9,891",UPI,Bangalore,Offline,,,,,
1539,June-2024,06-06-2024,C714,Laptop,Electronics,"56,595",5,"2,82,975",0,0,"2,82,975",UPI,Ahmedabad,Online,,,,,
1540,June-2024,03-06-2024,C652,Laptop,Electronics,"56,673",4,"2,26,692",15,34003.8,"1,92,688",Debit Card,Delhi,Offline,,,,,
1541,February-2024,28-02-2024,C921,Office Chair,Furniture,"8,234",4,"32,936",10,3293.6,"29,642",UPI,Kolkata,Online,,,,,
1542,March-2024,06-03-2024,C588,Monitor,Electronics,"13,727",1,"13,727",10,1372.7,"12,354",Cash,Chennai,Online,,,,,
1543,January-2024,02-01-2024,C826,Laptop,Electronics,"55,367",5,"2,76,835",0,0,"2,76,835",UPI,Kolkata,Online,,,,,
1544,June-2024,25-06-2024,C923,Printer,Electronics,"8,674",3,"26,022",0,0,"26,022",Credit Card,Kolkata,Offline,,,,,
1545,March-2024,07-03-2024,C975,Desk Lamp,Furniture,"1,534",5,"7,670",10,767,"6,903",Debit Card,Kolkata,Online,,,,,
1546,April-2024,15-04-2024,C665,Desk Lamp,Furniture,"1,776",2,"3,552",10,355.2,"3,196",Cash,Chennai,Offline,,,,,
1547,May-2024,27-05-2024,C452,Tablet,Electronics,"21,013",2,"42,026",0,0,"42,026",Credit Card,Ahmedabad,Online,,,,,
1548,January-2024,26-01-2024,C319,Desk Lamp,Furniture,"1,440",3,"4,320",0,0,"4,320",Credit Card,Kolkata,Online,,,,,
1549,January-2024,24-01-2024,C943,Headphones,Electronics,"2,431",5,"12,155",15,1823.25,"10,331",UPI,Mumbai,Offline,,,,,
1550,February-2024,26-02-2024,C479,Smartphone,Electronics,"30,494",1,"30,494",15,4574.1,"25,919",Cash,Chennai,Online,,,,,
1551,February-2024,14-02-2024,C755,Office Chair,Furniture,"6,798",1,"6,798",5,339.9,"6,458",Debit Card,Hyderabad,Online,,,,,
1552,June-2024,02-06-2024,C622,Desk Lamp,Furniture,"2,660",2,"5,320",5,266,"5,054",UPI,Pune,Online,,,,,
1553,June-2024,16-06-2024,C100,Headphones,Electronics,855,3,"2,565",15,384.75,"2,180",Debit Card,Kolkata,Offline,,,,,
1554,May-2024,30-05-2024,C305,Desk Lamp,Furniture,-138,1,-138,0,0,-138,Debit Card,Pune,Offline,,,,,
1555,March-2024,11-03-2024,C331,Notebook,Stationery,"2,064",2,"4,128",15,619.2,"3,508",Cash,Delhi,Offline,,,,,
1556,February-2024,14-02-2024,C516,Desk Lamp,Furniture,236,5,"1,180",0,0,"1,180",Debit Card,Pune,Online,,,,,
1557,May-2024,11-05-2024,C363,Desk Lamp,Furniture,"3,130",5,"15,650",10,1565,"14,085",Cash,Kolkata,Offline,,,,,
1558,March-2024,03-03-2024,C875,Printer,Electronics,"10,937",4,"43,748",15,6562.2,"37,185",UPI,Ahmedabad,Online,,,,,
1559,March-2024,07-03-2024,C169,Tablet,Electronics,"20,595",2,"41,190",5,2059.5,"39,130",Debit Card,Kolkata,Offline,,,,,
1560,May-2024,12-05-2024,C648,Laptop,Electronics,"55,870",3,"1,67,610",5,8380.5,"1,59,229",Debit Card,Mumbai,Offline,,,,,
1561,June-2024,21-06-2024,C866,Printer,Electronics,"7,311",5,"36,555",5,1827.75,"34,727",Cash,Pune,Offline,,,,,
1562,February-2024,25-02-2024,C687,Keyboard,Electronics,248,2,496,15,74.4,421,Credit Card,Hyderabad,Online,,,,,
1563,March-2024,08-03-2024,C311,Monitor,Electronics,"10,830",2,"21,660",10,2166,"19,494",Credit Card,Mumbai,Online,,,,,
1564,January-2024,21-01-2024,C792,Office Chair,Furniture,"7,514",1,"7,514",0,0,"7,514",Cash,Pune,Offline,,,,,
1565,May-2024,06-05-2024,C688,Keyboard,Electronics,"1,510",2,"3,020",10,302,"2,718",Cash,Hyderabad,Online,,,,,
1566,January-2024,14-01-2024,C638,Tablet,Electronics,"19,959",5,"99,795",0,0,"99,795",Debit Card,Kolkata,Online,,,,,
1567,April-2024,27-04-2024,C223,Desk Lamp,Furniture,"1,684",3,"5,052",0,0,"5,052",UPI,Hyderabad,Offline,,,,,
1568,May-2024,28-05-2024,C203,Printer,Electronics,"8,481",5,"42,405",10,4240.5,"38,164",Credit Card,Chennai,Online,,,,,
1569,March-2024,09-03-2024,C582,Notebook,Stationery,-475,3,"-1,425",5,-71.25,"-1,353",Cash,Kolkata,Online,,,,,
1570,April-2024,17-04-2024,C817,Printer,Electronics,"8,495",4,"33,980",10,3398,"30,582",Cash,Bangalore,Online,,,,,
1571,May-2024,27-05-2024,C802,Monitor,Electronics,"13,334",1,"13,334",10,1333.4,"12,000",Credit Card,Kolkata,Offline,,,,,
1572,February-2024,20-02-2024,C249,Headphones,Electronics,"2,437",1,"2,437",5,121.85,"2,315",Cash,Ahmedabad,Online,,,,,
1573,June-2024,10-06-2024,C629,Desk Lamp,Furniture,"2,751",3,"8,253",15,1237.95,"7,015",Debit Card,Chennai,Online,,,,,
1574,April-2024,11-04-2024,C201,Headphones,Electronics,745,2,"1,490",10,149,"1,341",Cash,Mumbai,Offline,,,,,
1575,March-2024,26-03-2024,C366,Printer,Electronics,"8,475",5,"42,375",10,4237.5,"38,137",Debit Card,Delhi,Offline,,,,,
1576,February-2024,01-02-2024,C459,Notebook,Stationery,"-1,066",5,"-5,330",5,-266.5,"-5,063",Debit Card,Pune,Offline,,,,,
1577,June-2024,21-06-2024,C622,Office Chair,Furniture,"8,173",4,"32,692",0,0,"32,692",Cash,Chennai,Offline,,,,,
1578,June-2024,10-06-2024,C248,Headphones,Electronics,"3,123",3,"9,369",15,1405.35,"7,963",Cash,Mumbai,Online,,,,,
1579,February-2024,11-02-2024,C451,Monitor,Electronics,"11,284",3,"33,852",10,3385.2,"30,466",Debit Card,Kolkata,Offline,,,,,
1580,April-2024,23-04-2024,C899,Printer,Electronics,"10,063",5,"50,315",15,7547.25,"42,767",Cash,Bangalore,Online,,,,,
1581,January-2024,06-01-2024,C228,Monitor,Electronics,"12,711",3,"38,133",0,0,"38,133",Credit Card,Bangalore,Offline,,,,,
1582,January-2024,27-01-2024,C197,Smartphone,Electronics,"31,837",4,"1,27,348",0,0,"1,27,348",UPI,Kolkata,Online,,,,,
1583,January-2024,27-01-2024,C368,Notebook,Stationery,"-1,244",1,"-1,244",15,-186.6,"-1,057",Debit Card,Hyderabad,Online,,,,,
1584,March-2024,13-03-2024,C553,Headphones,Electronics,"1,037",5,"5,185",5,259.25,"4,925",UPI,Delhi,Offline,,,,,
1585,March-2024,24-03-2024,C984,Office Chair,Furniture,"6,913",5,"34,565",10,3456.5,"31,108",Cash,Bangalore,Online,,,,,
1586,May-2024,31-05-2024,C711,Office Chair,Furniture,"7,584",5,"37,920",15,5688,"32,232",Debit Card,Pune,Offline,,,,,
1587,May-2024,18-05-2024,C332,Smartphone,Electronics,"29,809",3,"89,427",10,8942.7,"80,484",Cash,Chennai,Online,,,,,
1588,March-2024,18-03-2024,C110,Laptop,Electronics,"55,143",2,"1,10,286",10,11028.6,"99,257",Debit Card,Ahmedabad,Online,,,,,
1589,June-2024,25-06-2024,C603,Office Chair,Furniture,"6,227",1,"6,227",15,934.05,"5,292",Debit Card,Hyderabad,Online,,,,,
1590,May-2024,20-05-2024,C482,Monitor,Electronics,"11,686",5,"58,430",15,8764.5,"49,665",Cash,Hyderabad,Online,,,,,
1591,June-2024,14-06-2024,C499,Tablet,Electronics,"18,903",3,"56,709",0,0,"56,709",Cash,Hyderabad,Offline,,,,,
1592,March-2024,13-03-2024,C764,Desk Lamp,Furniture,"3,112",3,"9,336",15,1400.4,"7,935",Credit Card,Mumbai,Online,,,,,
1593,February-2024,04-02-2024,C396,Smartphone,Electronics,"30,608",4,"1,22,432",15,18364.8,"1,04,067",Debit Card,Ahmedabad,Online,,,,,
1594,March-2024,23-03-2024,C119,Headphones,Electronics,703,5,"3,515",0,0,"3,515",Credit Card,Mumbai,Offline,,,,,
1595,March-2024,09-03-2024,C228,Office Chair,Furniture,"7,978",1,"7,978",5,398.9,"7,579",UPI,Bangalore,Online,,,,,
1596,May-2024,06-05-2024,C322,Printer,Electronics,"8,721",3,"26,163",15,3924.45,"22,238",Debit Card,Ahmedabad,Online,,,,,
1597,March-2024,25-03-2024,C182,Headphones,Electronics,729,3,"2,187",15,328.05,"1,858",UPI,Ahmedabad,Online,,,,,
1598,February-2024,19-02-2024,C961,Keyboard,Electronics,"2,847",4,"11,388",0,0,"11,388",UPI,Hyderabad,Offline,,,,,
1599,April-2024,23-04-2024,C353,Laptop,Electronics,"53,815",4,"2,15,260",0,0,"2,15,260",Credit Card,Ahmedabad,Offline,,,,,
1600,June-2024,23-06-2024,C419,Printer,Electronics,"7,649",1,"7,649",0,0,"7,649",Debit Card,Ahmedabad,Offline,,,,,
1601,February-2024,20-02-2024,C469,Laptop,Electronics,"56,537",2,"1,13,074",0,0,"1,13,074",Credit Card,Kolkata,Offline,,,,,
1602,January-2024,04-01-2024,C271,Keyboard,Electronics,"1,894",1,"1,894",15,284.1,"1,609",Credit Card,Delhi,Online,,,,,
1603,May-2024,28-05-2024,C902,Office Chair,Furniture,"7,819",5,"39,095",5,1954.75,"37,140",Debit Card,Mumbai,Online,,,,,
1604,February-2024,10-02-2024,C611,Smartphone,Electronics,"30,809",5,"1,54,045",10,15404.5,"1,38,640",UPI,Delhi,Offline,,,,,
1605,June-2024,14-06-2024,C257,Desk Lamp,Furniture,"3,041",1,"3,041",5,152.05,"2,888",Cash,Hyderabad,Offline,,,,,
1606,May-2024,22-05-2024,C907,Printer,Electronics,"10,299",4,"41,196",5,2059.8,"39,136",UPI,Kolkata,Offline,,,,,
1607,February-2024,04-02-2024,C356,Laptop,Electronics,"54,987",4,"2,19,948",10,21994.8,"1,97,953",Cash,Hyderabad,Online,,,,,
1608,May-2024,19-05-2024,C456,Printer,Electronics,"9,999",4,"39,996",10,3999.6,"35,996",Credit Card,Mumbai,Online,,,,,
1609,April-2024,25-04-2024,C402,Keyboard,Electronics,"1,718",3,"5,154",15,773.1,"4,380",UPI,Kolkata,Online,,,,,
1610,January-2024,05-01-2024,C734,Printer,Electronics,"10,178",5,"50,890",5,2544.5,"48,345",Debit Card,Mumbai,Offline,,,,,
1611,February-2024,18-02-2024,C636,Office Chair,Furniture,"8,136",5,"40,680",5,2034,"38,646",Debit Card,Pune,Offline,,,,,
1612,June-2024,13-06-2024,C429,Smartphone,Electronics,"28,394",5,"1,41,970",0,0,"1,41,970",UPI,Bangalore,Online,,,,,
1613,January-2024,09-01-2024,C306,Smartphone,Electronics,"29,988",2,"59,976",0,0,"59,976",UPI,Kolkata,Offline,,,,,
1614,May-2024,14-05-2024,C738,Notebook,Stationery,-832,1,-832,10,-83.2,-748,Credit Card,Mumbai,Online,,,,,
1615,February-2024,23-02-2024,C771,Office Chair,Furniture,"8,802",1,"8,802",15,1320.3,"7,481",UPI,Pune,Offline,,,,,
1616,April-2024,04-04-2024,C913,Laptop,Electronics,"56,373",5,"2,81,865",10,28186.5,"2,53,678",UPI,Mumbai,Offline,,,,,
1617,January-2024,20-01-2024,C321,Desk Lamp,Furniture,197,1,197,5,9.85,187,Cash,Hyderabad,Online,,,,,
1618,May-2024,14-05-2024,C772,Monitor,Electronics,"12,334",2,"24,668",15,3700.2,"20,967",UPI,Pune,Offline,,,,,
1619,June-2024,28-06-2024,C781,Tablet,Electronics,"21,616",1,"21,616",5,1080.8,"20,535",Credit Card,Kolkata,Offline,,,,,
1620,June-2024,17-06-2024,C261,Desk Lamp,Furniture,"2,257",4,"9,028",10,902.8,"8,125",Debit Card,Pune,Offline,,,,,
1621,April-2024,15-04-2024,C882,Tablet,Electronics,"21,383",3,"64,149",5,3207.45,"60,941",Credit Card,Kolkata,Offline,,,,,
1622,April-2024,02-04-2024,C563,Office Chair,Furniture,"8,931",4,"35,724",0,0,"35,724",UPI,Chennai,Online,,,,,
1623,May-2024,12-05-2024,C238,Keyboard,Electronics,-474,3,"-1,422",5,-71.1,"-1,350",Credit Card,Pune,Online,,,,,
1624,June-2024,25-06-2024,C942,Keyboard,Electronics,"3,264",5,"16,320",5,816,"15,504",UPI,Delhi,Offline,,,,,
1625,April-2024,01-04-2024,C259,Headphones,Electronics,"1,585",3,"4,755",5,237.75,"4,517",Credit Card,Chennai,Offline,,,,,
1626,January-2024,24-01-2024,C684,Tablet,Electronics,"20,330",2,"40,660",0,0,"40,660",Debit Card,Ahmedabad,Online,,,,,
1627,May-2024,04-05-2024,C945,Notebook,Stationery,"1,476",1,"1,476",10,147.6,"1,328",UPI,Kolkata,Online,,,,,
1628,January-2024,15-01-2024,C889,Printer,Electronics,"8,425",4,"33,700",15,5055,"28,645",UPI,Hyderabad,Online,,,,,
1629,June-2024,11-06-2024,C896,Tablet,Electronics,"18,221",3,"54,663",0,0,"54,663",Debit Card,Bangalore,Offline,,,,,
1630,May-2024,08-05-2024,C814,Monitor,Electronics,"10,627",1,"10,627",15,1594.05,"9,032",Cash,Mumbai,Online,,,,,
1631,April-2024,20-04-2024,C396,Tablet,Electronics,"18,606",2,"37,212",10,3721.2,"33,490",UPI,Ahmedabad,Online,,,,,
1632,May-2024,20-05-2024,C508,Keyboard,Electronics,-152,4,-608,15,-91.2,-516,Credit Card,Bangalore,Offline,,,,,
1633,May-2024,23-05-2024,C302,Office Chair,Furniture,"6,619",5,"33,095",5,1654.75,"31,440",Credit Card,Hyderabad,Online,,,,,
1634,March-2024,09-03-2024,C895,Tablet,Electronics,"19,324",5,"96,620",0,0,"96,620",UPI,Kolkata,Offline,,,,,
1635,April-2024,03-04-2024,C456,Monitor,Electronics,"11,313",3,"33,939",0,0,"33,939",Debit Card,Bangalore,Offline,,,,,
1636,June-2024,06-06-2024,C941,Office Chair,Furniture,"7,552",2,"15,104",15,2265.6,"12,838",UPI,Hyderabad,Online,,,,,
1637,June-2024,24-06-2024,C482,Headphones,Electronics,"3,603",1,"3,603",0,0,"3,603",UPI,Hyderabad,Online,,,,,
1638,March-2024,14-03-2024,C114,Printer,Electronics,"9,841",1,"9,841",10,984.1,"8,856",Cash,Ahmedabad,Online,,,,,
1639,March-2024,25-03-2024,C314,Desk Lamp,Furniture,667,2,"1,334",10,133.4,"1,200",Cash,Bangalore,Online,,,,,
1640,April-2024,06-04-2024,C696,Desk Lamp,Furniture,-22,3,-66,5,-3.3,-62,UPI,Chennai,Online,,,,,
1641,June-2024,27-06-2024,C732,Keyboard,Electronics,-283,4,"-1,132",0,0,"-1,132",UPI,Kolkata,Offline,,,,,
1642,June-2024,18-06-2024,C972,Printer,Electronics,"10,540",1,"10,540",0,0,"10,540",Debit Card,Kolkata,Online,,,,,
1643,April-2024,07-04-2024,C620,Smartphone,Electronics,"31,702",3,"95,106",15,14265.9,"80,840",UPI,Bangalore,Online,,,,,
1644,May-2024,08-05-2024,C568,Desk Lamp,Furniture,"3,594",1,"3,594",0,0,"3,594",Credit Card,Chennai,Offline,,,,,
1645,May-2024,05-05-2024,C502,Headphones,Electronics,575,3,"1,725",10,172.5,"1,552",Debit Card,Chennai,Online,,,,,
1646,May-2024,08-05-2024,C382,Laptop,Electronics,"55,563",3,"1,66,689",15,25003.35,"1,41,685",UPI,Chennai,Online,,,,,
1647,February-2024,08-02-2024,C449,Tablet,Electronics,"20,690",2,"41,380",0,0,"41,380",Cash,Hyderabad,Offline,,,,,
1648,March-2024,02-03-2024,C686,Headphones,Electronics,"2,246",3,"6,738",10,673.8,"6,064",Cash,Bangalore,Online,,,,,
1649,June-2024,16-06-2024,C241,Notebook,Stationery,337,2,674,5,33.7,640,Debit Card,Bangalore,Offline,,,,,
1650,February-2024,07-02-2024,C771,Notebook,Stationery,"1,876",2,"3,752",10,375.2,"3,376",UPI,Mumbai,Online,,,,,
1651,March-2024,22-03-2024,C959,Headphones,Electronics,"3,478",1,"3,478",10,347.8,"3,130",Cash,Kolkata,Offline,,,,,
1652,April-2024,23-04-2024,C863,Keyboard,Electronics,122,2,244,0,0,244,Credit Card,Bangalore,Online,,,,,
1653,June-2024,05-06-2024,C731,Keyboard,Electronics,"1,980",5,"9,900",5,495,"9,405",Credit Card,Hyderabad,Online,,,,,
1654,April-2024,01-04-2024,C181,Office Chair,Furniture,"5,549",5,"27,745",15,4161.75,"23,583",Debit Card,Bangalore,Offline,,,,,
1655,May-2024,05-05-2024,C585,Headphones,Electronics,"1,170",2,"2,340",5,117,"2,223",UPI,Kolkata,Online,,,,,
1656,March-2024,10-03-2024,C522,Monitor,Electronics,"13,040",2,"26,080",5,1304,"24,776",UPI,Bangalore,Offline,,,,,
1657,June-2024,06-06-2024,C601,Printer,Electronics,"10,550",4,"42,200",5,2110,"40,090",Cash,Kolkata,Online,,,,,
1658,June-2024,04-06-2024,C852,Tablet,Electronics,"20,949",3,"62,847",15,9427.05,"53,419",UPI,Mumbai,Offline,,,,,
1659,April-2024,26-04-2024,C946,Laptop,Electronics,"56,595",2,"1,13,190",15,16978.5,"96,211",UPI,Kolkata,Online,,,,,
1660,February-2024,18-02-2024,C398,Office Chair,Furniture,"6,630",3,"19,890",10,1989,"17,901",Cash,Bangalore,Offline,,,,,
1661,March-2024,16-03-2024,C727,Laptop,Electronics,"55,826",5,"2,79,130",5,13956.5,"2,65,173",Cash,Ahmedabad,Online,,,,,
1662,May-2024,08-05-2024,C215,Headphones,Electronics,"3,689",5,"18,445",5,922.25,"17,522",Cash,Kolkata,Offline,,,,,
1663,April-2024,25-04-2024,C125,Headphones,Electronics,"2,358",5,"11,790",5,589.5,"11,200",Cash,Mumbai,Offline,,,,,
1664,March-2024,23-03-2024,C808,Headphones,Electronics,"3,442",1,"3,442",0,0,"3,442",UPI,Ahmedabad,Offline,,,,,
1665,January-2024,22-01-2024,C636,Tablet,Electronics,"20,977",5,"1,04,885",5,5244.25,"99,640",Cash,Kolkata,Online,,,,,
1666,February-2024,13-02-2024,C443,Notebook,Stationery,"1,688",2,"3,376",5,168.8,"3,207",Credit Card,Bangalore,Online,,,,,
1667,April-2024,17-04-2024,C415,Keyboard,Electronics,"2,490",4,"9,960",10,996,"8,964",Credit Card,Mumbai,Online,,,,,
1668,February-2024,21-02-2024,C103,Notebook,Stationery,"1,255",3,"3,765",0,0,"3,765",Cash,Ahmedabad,Offline,,,,,
1669,May-2024,19-05-2024,C926,Laptop,Electronics,"55,490",4,"2,21,960",5,11098,"2,10,862",Credit Card,Ahmedabad,Offline,,,,,
1670,April-2024,14-04-2024,C552,Smartphone,Electronics,"30,462",5,"1,52,310",0,0,"1,52,310",Credit Card,Chennai,Online,,,,,
1671,January-2024,13-01-2024,C289,Headphones,Electronics,725,3,"2,175",0,0,"2,175",Credit Card,Delhi,Offline,,,,,
1672,March-2024,25-03-2024,C189,Laptop,Electronics,"53,446",4,"2,13,784",5,10689.2,"2,03,094",Credit Card,Chennai,Online,,,,,
1673,April-2024,26-04-2024,C867,Notebook,Stationery,-405,1,-405,0,0,-405,Debit Card,Pune,Offline,,,,,
1674,April-2024,07-04-2024,C939,Smartphone,Electronics,"31,106",4,"1,24,424",0,0,"1,24,424",Debit Card,Ahmedabad,Online,,,,,
1675,February-2024,01-02-2024,C811,Keyboard,Electronics,848,5,"4,240",15,636,"3,604",Credit Card,Hyderabad,Online,,,,,
1676,January-2024,28-01-2024,C685,Desk Lamp,Furniture,159,4,636,10,63.6,572,Cash,Pune,Offline,,,,,
1677,May-2024,14-05-2024,C688,Notebook,Stationery,-431,2,-862,15,-129.3,-732,Cash,Ahmedabad,Online,,,,,
1678,June-2024,05-06-2024,C338,Keyboard,Electronics,292,1,292,0,0,292,UPI,Ahmedabad,Online,,,,,
1679,February-2024,23-02-2024,C918,Notebook,Stationery,-182,4,-728,0,0,-728,Debit Card,Pune,Online,,,,,
1680,January-2024,03-01-2024,C755,Monitor,Electronics,"12,826",3,"38,478",10,3847.8,"34,630",UPI,Chennai,Offline,,,,,
1681,May-2024,09-05-2024,C663,Printer,Electronics,"10,141",1,"10,141",0,0,"10,141",Debit Card,Pune,Offline,,,,,
1682,May-2024,25-05-2024,C730,Laptop,Electronics,"56,408",2,"1,12,816",5,5640.8,"1,07,175",Debit Card,Pune,Offline,,,,,
1683,May-2024,01-05-2024,C916,Laptop,Electronics,"55,644",2,"1,11,288",15,16693.2,"94,594",Credit Card,Ahmedabad,Offline,,,,,
1684,April-2024,28-04-2024,C902,Tablet,Electronics,"21,800",1,"21,800",10,2180,"19,620",Debit Card,Delhi,Online,,,,,
1685,May-2024,27-05-2024,C801,Printer,Electronics,"10,274",3,"30,822",0,0,"30,822",Credit Card,Chennai,Online,,,,,
1686,March-2024,27-03-2024,C484,Desk Lamp,Furniture,"3,250",2,"6,500",15,975,"5,525",Credit Card,Mumbai,Offline,,,,,
1687,June-2024,29-06-2024,C978,Printer,Electronics,"9,907",1,"9,907",10,990.7,"8,916",Cash,Mumbai,Offline,,,,,
1688,March-2024,01-03-2024,C480,Office Chair,Furniture,"8,397",3,"25,191",5,1259.55,"23,931",Debit Card,Bangalore,Online,,,,,
1689,April-2024,05-04-2024,C903,Laptop,Electronics,"56,185",2,"1,12,370",0,0,"1,12,370",Cash,Delhi,Offline,,,,,
1690,May-2024,08-05-2024,C257,Monitor,Electronics,"11,393",4,"45,572",10,4557.2,"41,014",Debit Card,Bangalore,Online,,,,,
1691,May-2024,12-05-2024,C792,Headphones,Electronics,"1,340",1,"1,340",15,201,"1,139",Cash,Mumbai,Online,,,,,
1692,March-2024,20-03-2024,C145,Notebook,Stationery,"1,691",1,"1,691",10,169.1,"1,521",Cash,Delhi,Online,,,,,
1693,May-2024,13-05-2024,C884,Keyboard,Electronics,-408,5,"-2,040",10,-204,"-1,836",Credit Card,Pune,Online,,,,,
1694,February-2024,19-02-2024,C393,Keyboard,Electronics,"1,680",3,"5,040",15,756,"4,284",UPI,Chennai,Online,,,,,
1695,February-2024,10-02-2024,C380,Smartphone,Electronics,"28,062",5,"1,40,310",0,0,"1,40,310",Credit Card,Pune,Offline,,,,,
1696,March-2024,10-03-2024,C244,Keyboard,Electronics,"1,851",2,"3,702",5,185.1,"3,516",UPI,Chennai,Offline,,,,,
1697,May-2024,18-05-2024,C554,Laptop,Electronics,"53,532",1,"53,532",15,8029.8,"45,502",UPI,Mumbai,Offline,,,,,
1698,January-2024,14-01-2024,C188,Tablet,Electronics,"19,605",2,"39,210",15,5881.5,"33,328",Debit Card,Chennai,Offline,,,,,
1699,February-2024,20-02-2024,C830,Desk Lamp,Furniture,121,4,484,5,24.2,459,UPI,Ahmedabad,Online,,,,,
1700,April-2024,26-04-2024,C417,Office Chair,Furniture,"6,927",2,"13,854",5,692.7,"13,161",Credit Card,Chennai,Offline,,,,,
1701,April-2024,10-04-2024,C287,Printer,Electronics,"10,230",3,"30,690",15,4603.5,"26,086",Cash,Delhi,Online,,,,,
1702,May-2024,01-05-2024,C215,Printer,Electronics,"8,960",4,"35,840",5,1792,"34,048",Debit Card,Pune,Online,,,,,
1703,May-2024,10-05-2024,C205,Tablet,Electronics,"21,348",1,"21,348",10,2134.8,"19,213",UPI,Chennai,Offline,,,,,
1704,April-2024,12-04-2024,C704,Tablet,Electronics,"18,977",5,"94,885",5,4744.25,"90,140",Credit Card,Ahmedabad,Offline,,,,,
1705,January-2024,17-01-2024,C448,Monitor,Electronics,"13,333",5,"66,665",15,9999.75,"56,665",Cash,Pune,Online,,,,,
1706,February-2024,14-02-2024,C778,Smartphone,Electronics,"31,028",5,"1,55,140",15,23271,"1,31,869",UPI,Ahmedabad,Offline,,,,,
1707,May-2024,22-05-2024,C199,Office Chair,Furniture,"5,721",3,"17,163",15,2574.45,"14,588",UPI,Mumbai,Offline,,,,,
1708,March-2024,24-03-2024,C606,Laptop,Electronics,"53,370",2,"1,06,740",5,5337,"1,01,403",UPI,Bangalore,Online,,,,,
1709,April-2024,25-04-2024,C644,Keyboard,Electronics,"1,097",5,"5,485",15,822.75,"4,662",Credit Card,Hyderabad,Offline,,,,,
1710,March-2024,17-03-2024,C683,Keyboard,Electronics,"3,262",4,"13,048",10,1304.8,"11,743",UPI,Delhi,Offline,,,,,
1711,February-2024,02-02-2024,C972,Keyboard,Electronics,-245,3,-735,0,0,-735,UPI,Pune,Online,,,,,
1712,March-2024,13-03-2024,C986,Laptop,Electronics,"53,963",4,"2,15,852",15,32377.8,"1,83,474",Debit Card,Kolkata,Offline,,,,,
1713,April-2024,07-04-2024,C545,Desk Lamp,Furniture,665,2,"1,330",15,199.5,"1,130",Credit Card,Hyderabad,Offline,,,,,
1714,April-2024,02-04-2024,C960,Tablet,Electronics,"18,631",3,"55,893",5,2794.65,"53,098",Credit Card,Delhi,Online,,,,,
1715,June-2024,14-06-2024,C116,Headphones,Electronics,"3,454",4,"13,816",15,2072.4,"11,743",Credit Card,Mumbai,Online,,,,,
1716,June-2024,13-06-2024,C925,Tablet,Electronics,"21,523",4,"86,092",15,12913.8,"73,178",Credit Card,Ahmedabad,Offline,,,,,
1717,May-2024,21-05-2024,C939,Office Chair,Furniture,"6,575",3,"19,725",5,986.25,"18,738",Credit Card,Kolkata,Online,,,,,
1718,May-2024,27-05-2024,C610,Monitor,Electronics,"12,916",5,"64,580",10,6458,"58,122",Cash,Pune,Online,,,,,
1719,January-2024,10-01-2024,C681,Office Chair,Furniture,"7,887",3,"23,661",0,0,"23,661",Cash,Mumbai,Online,,,,,
1720,May-2024,14-05-2024,C979,Keyboard,Electronics,"1,404",5,"7,020",0,0,"7,020",UPI,Hyderabad,Offline,,,,,
1721,June-2024,10-06-2024,C859,Smartphone,Electronics,"30,801",5,"1,54,005",10,15400.5,"1,38,604",UPI,Pune,Online,,,,,
1722,April-2024,30-04-2024,C564,Desk Lamp,Furniture,"3,511",4,"14,044",10,1404.4,"12,639",Cash,Pune,Offline,,,,,
1723,March-2024,15-03-2024,C271,Laptop,Electronics,"55,846",5,"2,79,230",10,27923,"2,51,307",Debit Card,Delhi,Offline,,,,,
1724,May-2024,28-05-2024,C273,Notebook,Stationery,"-1,669",3,"-5,007",0,0,"-5,007",Debit Card,Ahmedabad,Online,,,,,
1725,February-2024,02-02-2024,C617,Smartphone,Electronics,"31,487",3,"94,461",10,9446.1,"85,014",Credit Card,Chennai,Offline,,,,,
